set_id,sent,pos,dict_text,wn-pos,PosScore,NegScore,SynsetTerms,Gloss
905,z,NN,pig,n,0,0,sus_scrofa#2 squealer#2 pig#1 hog#3 grunter#2,domestic swine
906,z,DO,do,v,0,0,make#1 do#1,"engage in; ""make love, not war""; ""make an effort""; ""do research""; ""do nothing""; ""make revolution"""
906,NULL,NN,fu,NULL,NULL,NULL,NULL,NULL
907,z,NNP,rosa,n,0,0,rosa#1 genus_rosa#1,large genus of erect or climbing prickly shrubs including roses
907,z,NN,mil,n,0,0,mil#1,a Cypriot monetary unit equal to one thousandth of a pound
907,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
907,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
908,z,NN,honey,n,0,0,honey#1,a sweet yellow liquid produced by bees
909,z,VB,sing,v,0,0,sing#1,"deliver by singing; ""Sing Christmas carols"""
910,z,NN,fan,n,0,0,fan#1,a device for creating a current of air by movement of a surface or surfaces
911,NULL,JJ,horny,NULL,NULL,NULL,NULL,NULL
912,p,JJ,lovable,a,0.625,0,loveable#1 lovable#1,"having characteristics that attract love or affection; ""a mischievous but lovable child"""
912,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
913,z,NN,yankees,n,0,0,yankee#1 yank#1 northerner#2,an American who lives in the North (especially during the American Civil War)
914,z,NNP,kelly,n,0,0,weary_willie#1 kelly#1 emmett_kelly#1,United States circus clown (1898-1979)
915,NULL,NNP,cher,NULL,NULL,NULL,NULL,NULL
915,z,NN,khan,n,0,0,khan#1,a title given to rulers or other important people in Asian countries
916,n,NN,bitch,n,0,0.75,bitch#1,"an unpleasant difficulty; ""this problem is a real bitch"""
917,z,NN,family,n,0,0,menage#1 household#1 house#10 home#8 family#1,"a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home"""
918,NULL,NNP,nicky,NULL,NULL,NULL,NULL,NULL
919,n,NN,poop,n,0,0.25,turd#1 shite#1 shit#1 poop#1 dirt#3 crap#1,obscene terms for feces
920,z,JJ,rich,a,0,0,rich#1,"possessing material wealth; ""her father is extremely rich""; ""many fond hopes are pinned on rich uncles"""
921,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
921,NULL,NNP,jamie,NULL,NULL,NULL,NULL,NULL
922,z,NNP,jason,n,0,0,jason#1,(Greek mythology) the husband of Medea and leader of the Argonauts who sailed in quest of the Golden Fleece
923,z,NNP,selene,n,0,0,selene#1,(Greek mythology) goddess of the Moon in ancient mythology; identified with Roman Luna
924,z,NN,lei,n,0,0,wreath#1 lei#1 garland#4 coronal#1 chaplet#1,flower arrangement consisting of a circular band of foliage or flowers for ornamental purposes
924,NULL,NP,lehua,NULL,NULL,NULL,NULL,NULL
925,NULL,NNP,francisco,NULL,NULL,NULL,NULL,NULL
926,z,UH,hello,n,0,0,hullo#1 howdy#1 how-do-you-do#2 hi#1 hello#1,"an expression of greeting; ""every morning they exchanged polite hellos"""
927,z,NNP,tiffany,n,0,0,tiffany#1 louis_comfort_tiffany#1,United States artist who developed Tiffany glass (1848-1933)
928,z,JJ,harmonic,a,0,0,harmonic#1,"of or relating to harmony as distinct from melody and rhythm; ""subtleties of harmonic change and tonality""- Ralph Hill"
929,z,NN,password,n,0,0,word#9 watchword#2 password#1 parole#2 countersign#1,"a secret word or phrase known only to a restricted group; ""he forgot the password"""
930,z,VB,catch,v,0,0,catch#1,"discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state; ""She caught her son eating candy""; ""She was caught shoplifting"""
931,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
932,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
932,z,NN,tis,n,0,0,titanium#1 ti#1 atomic_number_22#1,a light strong grey lustrous corrosion-resistant metallic element used in strong lightweight alloys (as for airplane parts); the main sources are rutile and ilmenite
932,NULL,JJ,wee,NULL,NULL,NULL,NULL,NULL
932,z,NN,tie,n,0,0,tie#1 necktie#1,"neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front; ""he stood in front of the mirror tightening his necktie""; ""he wore a vest and tie"""
933,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
933,z,NN,tigers,n,0,0,world_tamil_movement#1 world_tamil_association#1 tigers#1 tamil_tigers#1 ltte#1 liberation_tigers_of_tamil_eelam#1,"a terrorist organization in Sri Lanka that began in 1970 as a student protest over the limited university access for Tamil students; currently seeks to establish an independent Tamil state called Eelam; relies on guerilla strategy including terrorist tactics that target key government and military personnel; ""the Tamil Tigers perfected suicide bombing as a weapon of war"""
934,p,NN,cheer,n,0.125,0,cheer#1,a cry or shout of approval
935,z,NN,cup,n,0,0,cup#1,"a small open container usually used for drinking; usually has a handle; ""he put the cup back in the saucer""; ""the handle of the cup was missing"""
935,z,NN,odo,n,0,0,urban_ii#1 otho_of_lagery#1 otho#1 odo_of_lagery#1 odo#1,French pope from 1088 to 1099 whose sermons called for the First Crusade (1042-1099)
936,NULL,NNP,dee,NULL,NULL,NULL,NULL,NULL
937,z,NN,abbey,n,0,0,abbey#1,a church associated with a monastery or convent
938,NULL,KK,Malibu,NULL,NULL,NULL,NULL,NULL
939,z,NN,rue,n,0,0,ruta_graveolens#1 rue#1 herb_of_grace#1,European strong-scented perennial herb with grey-green bitter-tasting leaves; an irritant similar to poison ivy
939,NULL,MD,mai,NULL,NULL,NULL,NULL,NULL
940,NULL,NNP,liz,NULL,NULL,NULL,NULL,NULL
941,z,NN,tool,n,0,0,tool#1,an implement used in the practice of a vocation
941,z,NN,bag,n,0,0,bag#1,"a flexible container with a single opening; ""he stuffed his laundry into a large bag"""
942,z,NP,ABC,n,0,0,rudiment#1 first_rudiment#1 first_principle#1 alphabet#2 abcs#1 abc's#1 abc#1,"the elementary stages of any subject (usually plural); ""he mastered only the rudiments of geometry"""
943,z,NNP,jacob,n,0,0,jacob#1 francois_jacob#1,French biochemist who (with Jacques Monod) studied regulatory processes in cells (born in 1920)
944,NULL,NNP,len,NULL,NULL,NULL,NULL,NULL
945,z,NN,jade,n,0,0,jadestone#1 jade#1,a semiprecious gemstone that takes a high polish; is usually green but sometimes whitish; consists of jadeite or nephrite
945,z,NN,jones,n,0,0,mother_jones#1 mary_harris_jones#1 jones#1,United States labor leader (born in Ireland) who helped to found the Industrial Workers of the World (1830-1930)
946,NULL,KK,Rutgers,NULL,NULL,NULL,NULL,NULL
947,NULL,NNP,barbie,NULL,NULL,NULL,NULL,NULL
948,NULL,NNP,gina,NULL,NULL,NULL,NULL,NULL
949,p,JJ,tasty,a,0.625,0.25,tasty#1,"pleasing to the sense of taste; ""a tasty morsel"""
950,z,NN,versace,n,0,0,versace#1 gianni_versace#1,Italian fashion designer (1946-1997)
951,NULL,NNP,megan,NULL,NULL,NULL,NULL,NULL
952,z,NN,serb,n,0,0,serbian#1 serb#1,a member of a Slavic people who settled in Serbia and neighboring areas in the 6th and 7th centuries
952,NULL,KK,gurl,NULL,NULL,NULL,NULL,NULL
953,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
954,NULL,KK,Dr,NULL,NULL,NULL,NULL,NULL
955,p,NN,turtle,n,0.5,0,turtleneck#1 turtle#1 polo-neck#1,a sweater or jersey with a high close-fitting collar
956,z,NN,dream,n,0,0,dreaming#2 dream#1,"a series of mental images and emotions occurring during sleep; ""I had a dream about you last night"""
956,z,IN,on,a,0,0,on#1,"in operation or operational; ""left the oven on""; ""the switch is in the on position"""
957,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
958,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
958,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
959,z,NN,boomer,n,0,0,boomer#1 baby_boomer#1,"a member of the baby boom generation in the 1950s; ""they expanded the schools for a generation of baby boomers"""
960,NULL,NN,sab,NULL,NULL,NULL,NULL,NULL
961,z,NN,dal,n,0,0,dkl#1 dekalitre#1 dekaliter#1 decalitre#1 decaliter#1 dal#1,a metric unit of volume or capacity equal to 10 liters
961,z,NN,mat,n,0,0,mat#1,a thick flat pad used as a floor covering
961,z,NN,ion,n,0,0,ion#1,a particle that is electrically charged (positive or negative); an atom or molecule or group that has lost or gained one or more electrons
962,z,NN,hockey,n,0,0,hockey#1 field_hockey#1,a game resembling ice hockey that is played on an open field; two opposing teams use curved sticks try to drive a ball into the opponents' net
963,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
963,NULL,NN,arte,NULL,NULL,NULL,NULL,NULL
964,z,NNP,mari,n,0,0,mari#1 cheremiss#1 cheremis#1,a member of a rural Finnish people living in eastern Russia
965,NULL,NNP,lil,NULL,NULL,NULL,NULL,NULL
965,z,NN,missy,n,0,0,young_woman#1 young_lady#1 missy#1 miss#1 girl#1 fille#1,"a young woman; ""a young lady of 18"""
966,z,NN,rock,n,0,0,stone#1 rock#1,"a lump or mass of hard consolidated mineral matter; ""he threw a rock at me"""
967,p,NN,pal,n,0.125,0,sidekick#1 pal#1 crony#1 chum#1 buddy#1 brother#3,a close friend who accompanies his buddies in their activities
967,z,NN,ski,n,0,0,ski#1,narrow wood or metal or plastic runners used in pairs for gliding over snow
968,p,NNP,mommy,n,0.875,0,mummy#1 mum#2 mommy#1 momma#1 mom#1 mammy#2 mamma#1 mama#1 ma#1,informal terms for a mother
969,NULL,JJ,lonely,NULL,NULL,NULL,NULL,NULL
970,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
970,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
971,z,NN,tivoli,n,0,0,tivoli#1 tibur#1,a town twenty miles to the east of Rome (Tibur is the ancient name); a summer resort during the Roman empire; noted for its waterfalls
972,NULL,JJ,wan,NULL,NULL,NULL,NULL,NULL
972,NULL,JJ,dank,NULL,NULL,NULL,NULL,NULL
973,p,NN,doubt,n,0.125,0,uncertainty#2 incertitude#1 dubiousness#1 dubiety#1 doubtfulness#1 doubt#1,the state of being unsure of something
974,z,NNS,mores,n,0,0,mores#1,(sociology) the conventions that embody the fundamental values of a group
975,z,NN,brutus,n,0,0,marcus_junius_brutus#1 brutus#1,statesman of ancient Rome who (with Cassius) led a conspiracy to assassinate Julius Caesar (85-42 BC)
976,NULL,CC,and,NULL,NULL,NULL,NULL,NULL
976,NULL,UH,hey,NULL,NULL,NULL,NULL,NULL
977,z,NN,class,n,0,0,family#3 class#1 category#1,"a collection of things sharing a common attribute; ""there are two classes of detergents"""
977,NULL,IN,of,NULL,NULL,NULL,NULL,NULL
978,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
978,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
978,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
979,NULL,JJ,crazy,NULL,NULL,NULL,NULL,NULL
980,z,VB,tweet,v,0,0,twirp#1 tweet#1,"make a weak, chirping sound; ""the small bird was tweeting in the tree"""
981,n,NN,ms,n,0,0.125,multiple_sclerosis#1 ms#1 disseminated_sclerosis#1 disseminated_multiple_sclerosis#1,a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers
982,z,NNS,raiders,n,0,0,spoiler#2 raider#1 plunderer#1 pillager#1 looter#1 freebooter#1 despoiler#1,someone who takes spoils or plunder (as in war)
983,z,NNP,burke,n,0,0,edmund_burke#1 burke#1,British statesman famous for his oratory; pleaded the cause of the American colonists in British Parliament and defended the parliamentary system (1729-1797)
984,NULL,JJ,cherry,NULL,NULL,NULL,NULL,NULL
984,z,NN,coke,n,0,0,coke#1,carbon fuel produced by distillation of coal
985,z,NN,ball,n,0,0,ball#1,"round object that is hit or thrown or kicked in games; ""the ball travelled 90 mph on his serve""; ""the mayor threw out the first ball""; ""the ball rolled into the corner pocket"""
986,z,NNP,sam,n,0,0,surface-to-air_missile#1 sam#1,a guided missile fired from land or shipboard against an airborne target
987,NULL,KK,MCI,NULL,NULL,NULL,NULL,NULL
988,z,UH,hello,n,0,0,hullo#1 howdy#1 how-do-you-do#2 hi#1 hello#1,"an expression of greeting; ""every morning they exchanged polite hellos"""
989,NULL,NNP,hilton,NULL,NULL,NULL,NULL,NULL
990,NULL,NNP,mel,NULL,NULL,NULL,NULL,NULL
990,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
991,z,NNP,matthew,n,0,0,st._matthew_the_apostle#1 st._matthew#1 saint_matthew_the_apostle#1 saint_matthew#1 matthew#1 levi#1,(New Testament) disciple of Jesus; traditionally considered to be the author of the first Gospel
992,z,CC,or,n,0,0,oregon#1 or#1 beaver_state#1,a state in northwestern United States on the Pacific
992,NULL,KK,ense,NULL,NULL,NULL,NULL,NULL
993,z,NN,mis,n,0,0,myocardial_infarction#1 myocardial_infarct#1 mi#1,destruction of heart tissue resulting from obstruction of the blood supply to the heart muscle
993,NULL,KK,tyg,NULL,NULL,NULL,NULL,NULL
994,z,NN,massage,n,0,0,massage#1,kneading and rubbing parts of the body to increase circulation and promote relaxation
995,p,JJS,main,a,0.25,0,main#2 independent#3,"(of a clause) capable of standing syntactically alone as a complete sentence; ""the main (or independent) clause in a complex sentence has at least a subject and a verb"""
996,NULL,VB,jame,NULL,NULL,NULL,NULL,NULL
996,NULL,NN,saa,NULL,NULL,NULL,NULL,NULL
997,z,NN,goldfish,n,0,0,goldfish#1 carassius_auratus#1,small golden or orange-red freshwater fishes of Eurasia used as pond or aquarium fishes
998,n,NN,insomnia,n,0,0.75,insomnia#1,an inability to sleep; chronic sleeplessness
999,z,VB,honk,v,0,0,toot#1 honk#1 claxon#1 blare#2 beep#1,"make a loud noise; ""The horns of the taxis blared"""
1000,z,NN,las,n,0,0,lanthanum#1 la#1 atomic_number_57#1,a white soft metallic element that tarnishes readily; occurs in rare earth minerals and is usually classified as a rare earth
1000,NULL,NNP,cal,NULL,NULL,NULL,NULL,NULL
1001,z,VBD,lay,v,0,0,set#1 put#1 position#2 pose#5 place#1 lay#1,"put into a certain place or abstract location; ""Put your things here""; ""Set the tray down""; ""Set the dogs on the scent of the missing children""; ""Place emphasis on a certain point"""
1002,z,NNP,meg,n,0,0,one_thousand_thousand#1 million#1 meg#1 1000000#1,the number that is represented as a one followed by 6 zeros
1003,p,NN,standby,n,0.375,0,standby#1,something that can be relied on when needed
1004,z,NN,sweetness,n,0,0,sweetness#1 sweet#4 sugariness#1,the taste experience when sugar dissolves in the mouth
1005,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
